fid,nb_floor,nb_appart,Total Electricity Consumption (kwH),lat,long,Area in m^2,year_norm_z,ocsvm_score,is_anomaly_ocsvm
394,1.3862943611198906,1.3862943611198906,3.218875824868201,35.52985332,33.89384725,5.581051276549853,0.4071381378692232,-4.082266685170468,0
786,2.19722457733622,2.833213344056216,4.51855509410351,35.5294334299999,33.89008312,5.521479193715242,-0.0156274398299077,-4.086545634586207,0
389,1.0986122886681098,1.6094379124341005,3.749668768250197,35.5284032499999,33.8934478199999,5.331874032913283,0.8457654036941855,-4.086621492262518,0
1683,1.0986122886681098,1.3862943611198906,2.531551657611044,35.5287549999999,33.8889273899999,4.149705917634174,-1.1924218391670918,-4.100910066298891,0
940,1.791759469228055,2.3978952727983707,3.8502114294602574,35.51404902,33.89268649,5.383229402720471,0.4071381378692232,-4.105559770214175,0
1247,1.3862943611198906,1.3862943611198906,2.3051817188413115,35.5290402199999,33.8882636399999,3.990146787422752,-1.1924218391670918,-4.1185815104359005,0
239,2.19722457733622,2.19722457733622,4.072473797803882,35.5160999399999,33.88432332,5.300761358939106,0.8457654036941855,-4.136359842527218,0
1225,2.079441541679836,0.6931471805599453,4.91305921574836,35.52871152,33.8874534699999,5.607388376792881,0.4071381378692232,-4.146169590755965,0
293,1.791759469228055,2.4849066497880004,3.566090158021316,35.52165971,33.89111939,5.207878617421109,0.4071381378692232,-4.149971031722215,0
1380,1.0986122886681098,1.0986122886681098,1.9701845557428863,35.5336503799999,33.89756796,4.043868585783079,-0.4228999466420856,-4.15794058050556,0
62,2.19722457733622,2.70805020110221,4.379962004791663,35.49024197,33.9006350499999,5.513996511923238,2.2605583165504184,-4.17843965464262,0
1080,2.079441541679836,2.772588722239781,5.02871094082348,35.50886057,33.87946807,6.300712272248611,0.4071381378692232,-4.181027050700134,0
27,1.791759469228055,2.3978952727983707,2.5183414258742296,35.5293139699999,33.8927132999999,5.013695806785793,0.4071381378692232,-4.197864710345878,0
411,1.6094379124341005,1.6094379124341005,3.972854664634391,35.5281159399999,33.8925214699999,4.871764579093974,0.8457654036941855,-4.205259619688897,0
1656,2.079441541679836,2.772588722239781,4.541026253656783,35.52859393,33.88706956,5.821139673043427,0.4071381378692232,-4.206765234406266,0
1166,2.4849066497880004,2.3978952727983707,6.05924468352894,35.5242244399999,33.88209543,5.407825109311323,2.2605583165504184,-4.222590402580797,0
1056,2.302585092994046,2.9444389791664403,3.228390417236786,35.50833089,33.88135032,4.343828346258449,2.2605583165504184,-4.225491390222605,0
651,2.079441541679836,2.3978952727983707,2.1492007860946885,35.51584039,33.8905293099999,6.105535494499777,1.300626634375449,-4.234040633206721,0
581,1.791759469228055,2.3978952727983707,3.2713164608076357,35.4817939699999,33.8947875599999,5.0180693919216575,-0.4228999466420856,-4.241110975098199,0
466,1.6094379124341005,1.6094379124341005,3.639452837451575,35.5275154699999,33.89341597,4.856839009853463,0.8457654036941855,-4.244337966049898,0
